id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
gs03 03 02	negative	negative	Additionally , Goldman ' s retail deposit base also acts as a stable source of relatively low-cost funding for its business model - - and a larger deposit base can help the bank weather a sharp decline in short-term funding options during adverse economic conditions .	adverse economic conditions	adverse economic conditions	(42, 44)	(42, 44)	[]	train
gs03 04 00	positive	positive	Goldman offers its online-only deposits through its GS Bank subsidiary , and reports these deposits as part of the liquidity products managed by its asset management arm .	reports	Goldman offers its online-only deposits through its GS Bank subsidiary , and reports	(12, 12)	(0, 12)	[(0, 0)]	train
gs03 05 00	positive	positive	As Goldman Sachs can leverage higher interest revenues from its Marcus online lending platform , and can also fall back on its investment research expertise to achieve higher returns on its assets under supervision compared to peers , the bank can afford to pass on more of these gains to small depositors in the form of higher savings rates .	revenues	Goldman Sachs can leverage higher interest revenues	(7, 7)	(1, 7)	[(1, 2)]	train
gs03 05 01	positive	positive	As Goldman Sachs can leverage higher interest revenues from its Marcus online lending platform , and can also fall back on its investment research expertise to achieve higher returns on its assets under supervision compared to peers , the bank can afford to pass on more of these gains to small depositors in the form of higher savings rates .	returns	Goldman Sachs can leverage higher interest revenues from its Marcus online lending platform , and can also fall back on its investment research expertise to achieve higher returns	(28, 28)	(1, 28)	[(1, 2)]	train
gs03 07 00	positive	positive	We maintain our $ 225 price estimate for Goldman ' s stock , which is slightly ahead of the current market price .	estimate	estimate for Goldman ' s stock	(6, 6)	(6, 11)	[(7, 11)]	train
gs03 07 01	positive	positive	We maintain our $ 225 price estimate for Goldman ' s stock , which is slightly ahead of the current market price .	slightly ahead	for Goldman ' s stock , which is slightly ahead	(15, 16)	(7, 16)	[(7, 11)]	train
gs03 08 00	positive	positive	Over recent years , Goldman Sachs has taken a series of steps to grow its presence in the U.S . retail banking industry .	grow	Goldman Sachs has taken a series of steps to grow its presence in the U.S . retail banking industry	(13, 13)	(4, 22)	[(4, 5), (16, 22)]	train
gs03 09 00	negative	negative	One of the factors behind this move was increasing pressure from the Federal Reserve for the bank and Morgan Stanley to rely more on deposits rather than volatile short-term funding options to fund their overall operations - - especially after these once-independent investment banks had to be converted to bank holding companies in the wake of the 2008 economic downturn .	increasing pressure	increasing pressure	(8, 9)	(8, 9)	[]	train
gs03 10 00	positive	positive	At the same time , the foray into loans-and-deposits offerings should help these two banks lower the overall risk profile of their business model , given that their primary money minting units - - their securities trading desks - - have notoriously volatile revenues .	offerings	into loans-and-deposits offerings should help these two banks	(9, 9)	(7, 14)	[(7, 9), (12, 14)]	train
gs03 10 01	negative	negative	At the same time , the foray into loans-and-deposits offerings should help these two banks lower the overall risk profile of their business model , given that their primary money minting units - - their securities trading desks - - have notoriously volatile revenues .	revenues	these two banks lower the overall risk profile of their business model , given that their primary money minting units - - their securities trading desks - - have notoriously volatile revenues	(43, 43)	(12, 43)	[(12, 14)]	train
gs03 11 00	positive	positive	Goldman marked its entry into core retail banking operations in mid - 2015 with its acquisition of GE Capital Bank .	entry	Goldman marked its entry into core retail banking operations	(3, 3)	(0, 8)	[(4, 8), (0, 0)]	train
gs03 11 01	positive	positive	Goldman marked its entry into core retail banking operations in mid - 2015 with its acquisition of GE Capital Bank .	acquisition	acquisition of GE Capital Bank	(15, 15)	(15, 19)	[(17, 19)]	train
gs03 12 00	positive	positive	The bank closed the deal last April , and soon began offering online-only savings accounts to anyone with a dollar to spare .	deal	The bank closed the deal	(4, 4)	(0, 4)	[(0, 1)]	train
gs03 12 01	positive	positive	The bank closed the deal last April , and soon began offering online-only savings accounts to anyone with a dollar to spare .	offering	The bank closed the deal last April , and soon began offering online-only savings accounts	(11, 11)	(0, 14)	[(12, 14), (0, 1)]	train
gs03 13 00	positive	positive	With the funding side of the loans-and-deposits model in place , Goldman then went on to launch its online-only loan platform , Marcus , last October .	launch	Goldman then went on to launch its online-only loan platform , Marcus	(16, 16)	(11, 22)	[(18, 22), (11, 11)]	train
gs03 14 00	positive	positive	Goldman also took another step towards diversifying its retail banking arm by acquiring online retirement savings platform Honest Dollar last May .	acquiring	Goldman also took another step towards diversifying its retail banking arm by acquiring online retirement savings platform Honest Dollar	(12, 12)	(0, 18)	[(13, 18), (0, 0)]	train
gs03 15 00	positive	positive	Notably , by offering personal loans to replace card debt through Marcus , Goldman ensured a higher interest yield on its loan portfolio .	offering	offering personal loans to replace card debt through Marcus , Goldman	(3, 3)	(3, 13)	[(4, 5), (13, 13)]	train
gs03 15 01	positive	positive	Notably , by offering personal loans to replace card debt through Marcus , Goldman ensured a higher interest yield on its loan portfolio .	higher interest yield	Goldman ensured a higher interest yield	(16, 18)	(13, 18)	[(13, 13)]	train
gs03 16 00	positive	positive	This , in turn , could be used to offer higher interest rates on savings accounts .	offer	offer higher interest rates on savings accounts	(9, 9)	(9, 15)	[(10, 15)]	train
gs03 17 00	positive	positive	And that is exactly what Goldman has done with its recent decision to hike savings rates from the existing 1.05 % to 1.2 % .	hike	Goldman has done with its recent decision to hike savings rates from the existing 1.05 % to 1.2 %	(13, 13)	(5, 23)	[(5, 5), (13, 23)]	train
gs03 18 00	positive	positive	Data compiled by Bankrate.com shows that there are only three companies that offer FDIC-insured deposits at higher savings rates of 1.3 % - - BankPurely , BankPurely and ableBanking .	offer	only three companies that offer FDIC-insured deposits at higher savings rates of 1.3 % - - BankPurely , BankPurely and ableBanking	(12, 12)	(8, 28)	[(8, 10), (24, 28), (13, 21)]	train
gs03 20 00	positive	positive	By putting itself right at the top of the list of banks in terms of savings rates offered , Goldman has ensured visibility among rate-shoppers looking for the best place to park their free cash .	top	top of the list of banks in terms of savings rates offered , Goldman	(6, 6)	(6, 19)	[(19, 19), (7, 17)]	train
gs03 20 01	positive	positive	By putting itself right at the top of the list of banks in terms of savings rates offered , Goldman has ensured visibility among rate-shoppers looking for the best place to park their free cash .	visibility	Goldman has ensured visibility	(22, 22)	(19, 22)	[(19, 19)]	train
gs03 20 02	positive	positive	By putting itself right at the top of the list of banks in terms of savings rates offered , Goldman has ensured visibility among rate-shoppers looking for the best place to park their free cash .	best place to park their free cash	Goldman has ensured visibility among rate-shoppers looking for the best place to park their free cash	(28, 34)	(19, 34)	[(19, 19)]	train
gs03 22 00	positive	positive	Goldman reported total deposits of just under $ 128 billion at the end of Q1 2017 , of which its relatively new online savings offerings accounted for $ 12 billion .	reported	Goldman reported	(1, 1)	(0, 1)	[(0, 0)]	train
gs03 24 00	positive	positive	Goldman ' s latest move should quicken the pace of growth in its online deposit base over subsequent periods .	quicken the pace of growth	Goldman ' s latest move should quicken the pace of growth	(6, 10)	(0, 10)	[(0, 0)]	train
gs04 00 00	positive	positive	Goldman Sachs Goes Mr . Roboto on Debt Sales	Debt Sales	Goldman Sachs Goes Mr . Roboto on Debt Sales	(7, 8)	(0, 8)	[(0, 1)]	train
gs04 02 00	neutral	neutral	As Bloomberg ' s Dakin Campbell reported in an article on Tuesday , Goldman is seeking to automate aspects of underwriting initial public offerings and new corporate-debt sales , among other types of banking .	initial public offerings	Goldman is seeking to automate aspects of underwriting initial public offerings	(21, 23)	(13, 23)	[(13, 13)]	train
gs04 02 01	neutral	neutral	As Bloomberg ' s Dakin Campbell reported in an article on Tuesday , Goldman is seeking to automate aspects of underwriting initial public offerings and new corporate-debt sales , among other types of banking .	corporate-debt sales	Goldman is seeking to automate aspects of underwriting initial public offerings and new corporate-debt sales	(26, 27)	(13, 27)	[(13, 13)]	train
gs04 03 00	negative	negative	This ostensibly is n't aimed at cutting jobs but rather allowing junior staff members to focus on more valuable tasks than , say , assembling spreadsheets or sending around legal documents and term sheets .	cutting jobs	cutting jobs	(6, 7)	(6, 7)	[]	train
gs04 03 01	positive	positive	This ostensibly is n't aimed at cutting jobs but rather allowing junior staff members to focus on more valuable tasks than , say , assembling spreadsheets or sending around legal documents and term sheets .	focus on more valuable tasks	focus on more valuable tasks	(15, 19)	(15, 19)	[]	train
gs04 04 00	positive	positive	While the types of automation Goldman is considering seem incremental , the effort signals a broader significant shift taking place .	broader significant shift	Goldman is considering seem incremental , the effort signals a broader significant shift	(15, 17)	(5, 17)	[(5, 5)]	train
gs04 06 00	positive	positive	This has been a controversial area for some time , especially back in 2013 , when obtaining allocations of new debt issuances almost guaranteed investors a near-term profit .	allocations of new debt issuances	allocations of new debt issuances	(17, 21)	(17, 21)	[]	train
