id	polarity	polarity_all	clause_text	orig_sentence_text	split
nflx01_eli_s20_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	Since then , the streaming video market and has lost much of its early-mover advantage ,	Since then , the streaming video market has grown dramatically , and Netflix has lost much of its early-mover advantage , as we detailed in July 2016 .	train
nflx01_eli_s20_c02	none	[]	we detailed in July 2016	Since then , the streaming video market has grown dramatically , and Netflix has lost much of its early-mover advantage , as we detailed in July 2016 .	train
nflx01_eli_s21_c00	negative	['negative', 'negative', 'negative', 'negative']	Today the market is highly fragmented with competitors	Today , the market is highly fragmented with competitors offering live TV bundles , original content , and exclusive access to content from certain movie studios to attract customers .	train
nflx01_eli_s21_c01	none	[]	competitors offering live TV bundles , original content , and exclusive access to content from c	Today , the market is highly fragmented with competitors offering live TV bundles , original content , and exclusive access to content from certain movie studios to attract customers .	train
nflx01_eli_s22_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	A non-exhaustive list of competitors limited pricing power , a linchpin for the viability of Netflix can be seen below : The increase in competition	A non-exhaustive list of competitors can be seen below : The increase in competition leaves limited pricing power , a linchpin for the viability of Netflix .	train
nflx01_eli_s22_c01	negative	['negative', 'negative', 'negative', 'negative']	A non-exhaustive list of competitors limited pricing power , a linchpin for the viability of Netflix leaves	A non-exhaustive list of competitors can be seen below : The increase in competition leaves limited pricing power , a linchpin for the viability of Netflix .	train
nflx01_eli_s23_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Without pricing power , Netflix ca n't afford to continue to do all the things	Without pricing power , Netflix ca n't afford to continue to do all the things that have helped management hype the stock , such as invest in growing original content , attracting new members and maintaining its large content library .	train
nflx01_eli_s23_c01	positive	['negative', 'negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	 have helped management hype the stock , such as invest in growing original content , attracting new members and maintaining its large content library	Without pricing power , Netflix ca n't afford to continue to do all the things that have helped management hype the stock , such as invest in growing original content , attracting new members and maintaining its large content library .	train
nflx01_eli_s24_c00	none	[]	we have written for some time	As we have written for some time , investors wo n't tolerate huge cash flow losses forever .	train
nflx01_eli_s24_c01	negative	['negative', 'negative', 'negative']	investors wo n't tolerate huge cash flow losses forever	As we have written for some time , investors wo n't tolerate huge cash flow losses forever .	train
nflx01_eli_s25_c00	positive	['negative', 'negative', 'positive', 'positive', 'positive']	The recent revelations about not being able to afford to continue to invest in original content indicate	The recent revelations about not being able to afford to continue to invest in original content indicate that key investors are , in fact , losing patience and are n't as willing to continue to fund the company ' s large cash losses .	train
nflx01_eli_s25_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'positive', 'positive']	key investors are , in fact , losing patience	The recent revelations about not being able to afford to continue to invest in original content indicate that key investors are , in fact , losing patience and are n't as willing to continue to fund the company ' s large cash losses .	train
nflx01_eli_s25_c02	neutral	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	key investors are n't as willing to continue to fund the company ' s large cash losses	The recent revelations about not being able to afford to continue to invest in original content indicate that key investors are , in fact , losing patience and are n't as willing to continue to fund the company ' s large cash losses .	train
nflx01_eli_s25_c03	positive	['negative', 'negative', 'positive', 'positive', 'positive']	The recent revelations about not being able to afford to continue to invest in original content not being able to afford to continue to invest in original content	The recent revelations about not being able to afford to continue to invest in original content indicate that key investors are , in fact , losing patience and are n't as willing to continue to fund the company ' s large cash losses .	train
nflx01_eli_s26_c00	positive	['positive']	since has yet to recognize the cracks in the Netflix bull thesis	Accordingly , all investors , not just the bankers and insiders , should beware , especially since the valuation of the stock has yet to recognize the cracks in the Netflix bull thesis .	train
nflx01_eli_s26_c01	neutral	['positive', 'negative']	Accordingly , all investors , not just the bankers and insiders , should beware ,	Accordingly , all investors , not just the bankers and insiders , should beware , especially since the valuation of the stock has yet to recognize the cracks in the Netflix bull thesis .	train
nflx01_eli_s27_c00	none	[]	investors are beginning to acknowledge the true economics of Netflix ' s business	Now that investors are beginning to acknowledge the true economics of Netflix ' s business , the time to value Netflix based on fundamentals has arrived .	train
nflx01_eli_s27_c01	none	[]	Now , the time to value Netflix based on fundamentals to value Netflix based on fundamentals	Now that investors are beginning to acknowledge the true economics of Netflix ' s business , the time to value Netflix based on fundamentals has arrived .	train
nflx01_eli_s27_c02	none	[]	Now , the time to value Netflix based on fundamentals has arrived	Now that investors are beginning to acknowledge the true economics of Netflix ' s business , the time to value Netflix based on fundamentals has arrived .	train
nflx01_eli_s28_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	Netflix investors should be afraid , very afraid .	Netflix investors should be afraid , very afraid .	train
nflx01_eli_s29_c00	negative	['neutral', 'neutral', 'neutral', 'neutral', 'negative']	The future cash flow expectations embedded in the stock price make Netflix one of the most overvalued stocks in the market	The future cash flow expectations embedded in the stock price make Netflix one of the most overvalued stocks in the market .	train
nflx01_eli_s29_c01	neutral	['neutral', 'neutral', 'neutral', 'neutral']	The future cash flow expectations embedded in the stock price embedded in the stock price	The future cash flow expectations embedded in the stock price make Netflix one of the most overvalued stocks in the market .	train
nflx01_eli_s30_c00	neutral	['neutral', 'positive', 'negative']	Here ' s why : Even if Netflix can maintain trailing 12 - month margins on net operating profit after tax 5 % and can grow net operating profit after tax ( NOPAT ) by 25 % compounded annually for the next decade , the stock is worth only $ 52 today - - a 66 % downside .	Here ' s why : Even if Netflix can maintain trailing 12 - month margins on net operating profit after tax 5 % and can grow net operating profit after tax ( NOPAT ) by 25 % compounded annually for the next decade , the stock is worth only $ 52 today - - a 66 % downside .	train
nflx01_eli_s31_c00	none	[]	This scenario assumes	This scenario assumes Netflix can grow revenue by consensus estimates in 2017 27 % and 2018 20 % , and 20 % each year thereafter .	train
nflx01_eli_s31_c01	positive	['positive', 'positive', 'positive']	Netflix can grow revenue by consensus estimates in 2017 27 % and 2018 20 % , and 20 % each year thereafter	This scenario assumes Netflix can grow revenue by consensus estimates in 2017 27 % and 2018 20 % , and 20 % each year thereafter .	train
